"","chromosome","start","stop","driver_line","X5","X6","gene"
"7697","chr3L",20079219,20081736,"R64A02",1000,"-","sNPF-R"
"7698","chr3L",20080599,20082752,"VT033638",50,".","sNPF-R"
"7699","chr3L",20080660,20083701,"R64C04",1000,"-","sNPF-R"
"7700","chr3L",20082131,20084284,"VT033639",50,".","sNPF-R"
"7701","chr3L",20083056,20087025,"R64H09",1000,"-","sNPF-R"
"7702","chr3L",20083742,20085816,"VT033640",50,".","sNPF-R"
"7703","chr3L",20085306,20087423,"VT033641",50,".","sNPF-R"
"7704","chr3L",20085660,20088620,"R64B11",1000,"-","sNPF-R"
"7705","chr3L",20089282,20090741,"R66A02",1000,"-","sNPF-R"
"7706","chr3L",20089637,20093425,"R64G06",1000,"-","sNPF-R"
"7707","chr3L",20092473,20094673,"VT033645",50,".","sNPF-R"
"7708","chr3L",20092686,20095245,"R64A06",1000,"-","sNPF-R"
"7709","chr3L",20094320,20096397,"VT033646",50,".","sNPF-R"
"7710","chr3L",20094360,20097938,"R64F07",1000,"-","sNPF-R"
"7711","chr3L",20096008,20098174,"VT033647",50,".","CG14186"
"7712","chr3L",20101604,20102525,"VT033649",50,".","CG14186"
"7713","chr3L",20101637,20102439,"R54G05",1000,"-",NA
"7714","chr3L",20103222,20103800,"VT033650",50,".","CG14186"
"7715","chr3L",20107340,20108817,"VT033652",50,".","CG14185"
"7716","chr3L",20109669,20110689,"VT033653",50,".","Ir76b"
"7717","chr3L",20111338,20112378,"VT033654",50,".","Ir76b"
"7718","chr3L",20127427,20129282,"R57E12",1000,"+",NA
"7719","chr3L",20130270,20133530,"R28C02",1000,"+",NA
"7720","chr3L",20271756,20273025,"R92G04",1000,"-","gogo"
"7721","chr3L",20275989,20277212,"R92G09",1000,"-","gogo"
"7722","chr3L",20277287,20277692,"R92G05",1000,"-","gogo"
"7723","chr3L",20278831,20279785,"R92G07",1000,"-","gogo"
"7724","chr3L",20280112,20283736,"R92G06",1000,"-",NA
"7725","chr3L",20280589,20282777,"VT033729",50,".","gogo"
"7726","chr3L",20282231,20284484,"VT033730",50,".","gogo"
"7727","chr3L",20282908,20285430,"R92G03",1000,"-","gogo"
"7728","chr3L",20285402,20287631,"R92F11",1000,"-",NA
"7729","chr3L",20286670,20289825,"R92G08",1000,"-",NA
"7730","chr3L",20288806,20292351,"R92G01",1000,"-","gogo"
"7731","chr3L",20290996,20294869,"R92F12",1000,"-",NA
"7732","chr3L",20291167,20293331,"VT033735",50,".","gogo"
"7733","chr3L",20313859,20314634,"R54G02",1000,"+",NA
"7734","chr3L",20403451,20405633,"VT033785",50,".","trbl"
"7735","chr3L",20405055,20407312,"VT033786",50,".","CG13248"
"7736","chr3L",20407937,20410406,"R55C07",1000,"-",NA
"7737","chr3L",20411232,20413867,"R55D09",1000,"-",NA
"7738","chr3L",20412810,20416199,"R58H07",1000,"-",NA
"7739","chr3L",20640729,20642896,"VT033904",50,".","CG13251"
"7740","chr3L",20642419,20644490,"VT033905",50,".","CG13251"
"7741","chr3L",20644087,20646192,"VT033906",50,".","CG13251"
"7742","chr3L",20645694,20647837,"VT033907",50,".","CG13251"
"7743","chr3L",20647318,20649491,"VT033908",50,".","CG13251"
"7744","chr3L",20652423,20654519,"VT033911",50,".","CG13251"
"7745","chr3L",20654050,20656144,"VT033912",50,".","CG13251"
"7746","chr3L",20655662,20657813,"VT033913",50,".","CG13251"
"7747","chr3L",20659727,20661879,"VT033915",50,".","CG13251"
"7748","chr3L",20661540,20663667,"VT033916",50,".","CG13251"
"7749","chr3L",20663300,20665542,"VT033917",50,".","CG13251"
"7750","chr3L",20665138,20667223,"VT033918",50,".","CG13251"
"7751","chr3L",20666927,20669036,"VT033919",50,".","kni"
"7752","chr3L",20668710,20670825,"VT033920",50,".","kni"
"7753","chr3L",20670520,20672620,"VT033921",50,".","kni"
"7754","chr3L",20674139,20676377,"VT033923",50,".","kni"
"7755","chr3L",20675905,20678018,"VT033924",50,".","kni"
"7756","chr3L",20681314,20683511,"VT033927",50,".","kni"
"7757","chr3L",20683097,20685188,"VT033928",50,".","kni"
"7758","chr3L",20684854,20686979,"VT033929",50,".","kni"
"7759","chr3L",20686697,20688768,"VT033930",50,".","kni"
"7760","chr3L",20690278,20692488,"VT033932",50,".","kni"
"7761","chr3L",20694308,20695118,"R43B11",1000,"-","kni"
"7762","chr3L",20695320,20697875,"VT033934",50,".","kni"
"7763","chr3L",20695706,20698432,"R44D05",1000,"-","kni"
"7764","chr3L",20697271,20699384,"VT033935",50,".","kni"
"7765","chr3L",20697648,20701403,"R45G10",1000,"-","kni"
"7766","chr3L",20698855,20701078,"VT033936",50,".","kni"
"7767","chr3L",20700542,20702609,"VT033937",50,".","kni"
"7768","chr3L",20701375,20705272,"R46B06",1000,"-",NA
"7769","chr3L",20702103,20704257,"VT033938",50,".","CG34260"
"7770","chr3L",20703796,20705916,"VT033939",50,".","CG34260"
"7771","chr3L",20704230,20706256,"R43G03",1000,"-",NA
"7772","chr3L",20705423,20707523,"VT033940",50,".","CG34260"
"7773","chr3L",20705568,20709551,"R46D09",1000,"-",NA
"7774","chr3L",20706710,20709470,"VT033941",50,".","CG34260"
"7775","chr3L",20708070,20711602,"R45C03",1000,"-","kni"
"7776","chr3L",20710285,20714178,"R46B04",1000,"-",NA
"7777","chr3L",20713259,20716418,"R44G07",1000,"-",NA
"7778","chr3L",20714486,20715746,"VT033944",50,".","cmpy"
"7779","chr3L",20717076,20719239,"VT033945",50,".","cmpy"
"7780","chr3L",20717130,20719086,"R58F03",1000,"-","cmpy"
"7781","chr3L",20720975,20723220,"VT033947",50,".","cmpy"
"7782","chr3L",20722144,20725041,"R55E07",1000,"-",NA
"7783","chr3L",20723659,20727450,"R55G08",1000,"-","cmpy"
"7784","chr3L",20723823,20725925,"VT033949",50,".","cmpy"
"7785","chr3L",20725246,20727315,"VT033950",50,".","CG13252"
"7786","chr3L",20726873,20729560,"R55D11",1000,"-","cmpy"
"7787","chr3L",20843492,20843969,"R36E04",1000,"+",NA
"7788","chr3L",20848489,20851863,"R48H05",1000,"-",NA
"7789","chr3L",20851285,20852617,"R47C04",1000,"-",NA
"7790","chr3L",20854162,20854630,"R46G04",1000,"-",NA
"7791","chr3L",20856529,20859706,"R48F04",1000,"-",NA
"7792","chr3L",20859968,20863472,"R49B11",1000,"-","CG32432"
"7793","chr3L",20862727,20865062,"R47G06",1000,"-",NA
"7794","chr3L",20864514,20868235,"R49F11",1000,"-","CG32432"
"7795","chr3L",20867669,20870951,"R48G05",1000,"-","CG32432"
"7796","chr3L",20869948,20872568,"R47H10",1000,"-",NA
"7797","chr3L",20870850,20873031,"VT034023",50,".","CG32432"
"7798","chr3L",20871437,20875173,"R58D05",1000,"-",NA
"7799","chr3L",20872543,20874697,"VT034024",50,".","CG32432"
"7800","chr3L",20876716,20880673,"R50B07",1000,"-","CG32432"
"7801","chr3L",20877845,20880011,"VT034027",50,".","CG32432"
"7802","chr3L",20880144,20881724,"R47D06",1000,"-",NA
"7803","chr3L",20881704,20885062,"R48H03",1000,"-",NA
"7804","chr3L",20885510,20889509,"R50C06",1000,"-",NA
"7805","chr3L",20888902,20892155,"R48G01",1000,"-","CG32432"
"7806","chr3L",20891236,20895201,"R50B11",1000,"-","CG32432"
"7807","chr3L",20894015,20897179,"R48F01",1000,"-",NA
"7808","chr3L",20896137,20899755,"R49D12",1000,"-",NA
"7809","chr3L",20899174,20902891,"R49F08",1000,"-",NA
"7810","chr3L",20901420,20904795,"R48H06",1000,"-",NA
"7811","chr3L",20901784,20903924,"VT034041",50,".","CG11458"
"7812","chr3L",20992040,20994224,"VT034088",50,".","CG12984"
"7813","chr3L",21219267,21222636,"R35E02",1000,"+",NA
"7814","chr3L",21221998,21224019,"R34H04",1000,"+",NA
"7815","chr3L",21223326,21226617,"R35D08",1000,"+",NA
"7816","chr3L",21228345,21231390,"R35B10",1000,"+",NA
"7817","chr3L",21230729,21233772,"R35B09",1000,"+","Eip78C"
"7818","chr3L",21232921,21236778,"R36A03",1000,"+",NA
"7819","chr3L",21235909,21240402,"R36D03",1000,"+",NA
"7820","chr3L",21240778,21243780,"R35B06",1000,"+","Eip78C"
"7821","chr3L",21251317,21255195,"R36A04",1000,"+",NA
"7822","chr3L",21254437,21258434,"R36C01",1000,"+","Eip78C"
"7823","chr3L",21261195,21263020,"R34G12",1000,"+",NA
"7824","chr3L",21264551,21266727,"VT034228",50,".","CG9391"
"7825","chr3L",21317451,21317993,"VT034251",50,".","Pc"
"7826","chr3L",21317927,21318816,"VT034252",50,".","Rab26"
"7827","chr3L",21318706,21319983,"VT034253",50,".",NA
"7828","chr3L",21320377,21322662,"VT034254",50,".","Rab26"
"7829","chr3L",21322140,21324359,"VT034255",50,".","Rab26"
"7830","chr3L",21323899,21326010,"VT034256",50,".","Rab26"
"7831","chr3L",21329393,21331542,"VT034259",50,".","Rab26"
"7832","chr3L",21331712,21334093,"VT034261",50,".","Rab26"
"7833","chr3L",21344513,21345144,"VT034267",50,".","CG32436"
"7834","chr3L",21345846,21348119,"VT034268",50,".","ebd2"
"7835","chr3L",21347254,21349427,"VT034269",50,".","CG32436"
"7836","chr3L",21354896,21355313,"VT034271",50,".","CG12971"
"7837","chr3L",21433965,21435064,"R34G01",1000,"+","Aef1"
"7838","chr3L",21437756,21438864,"VT034308",50,".","CG5664"
"7839","chr3L",21459940,21462119,"VT034320",50,".","Syx7"
"7840","chr3L",21463653,21466919,"R95C09",1000,"-",NA
"7841","chr3L",21466132,21469373,"R95C07",1000,"-",NA
"7842","chr3L",21468683,21471726,"R95C08",1000,"-",NA
"7843","chr3L",21476883,21479199,"R34H07",1000,"-",NA
"7844","chr3L",21477888,21481821,"R36B04",1000,"-",NA
"7845","chr3L",21481027,21485167,"R36C10",1000,"-",NA
"7846","chr3L",21490017,21491018,"R95D05",1000,"-",NA
"7847","chr3L",21495838,21496739,"R39A06",1000,"-",NA
"7848","chr3L",21496859,21497489,"R36F11",1000,"-",NA
"7849","chr3L",21582351,21584720,"R24A01",1000,"+","TfAP-2"
"7850","chr3L",21583210,21585388,"VT034389",50,".","TfAP-2"
"7851","chr3L",21584134,21587756,"R24G06",1000,"+","TfAP-2"
"7852","chr3L",21584843,21587012,"VT034390",50,".","TfAP-2"
"7853","chr3L",21586518,21588710,"VT034391",50,".","TfAP-2"
"7854","chr3L",21587054,21589797,"R24B02",1000,"+","TfAP-2"
"7855","chr3L",21588196,21590543,"VT034392",50,".","TfAP-2"
"7856","chr3L",21589210,21592697,"R24F12",1000,"+",NA
"7857","chr3L",21589906,21592001,"VT034393",50,".","TfAP-2"
"7858","chr3L",21591810,21595353,"R24G01",1000,"+","TfAP-2"
"7859","chr3L",21593206,21595335,"VT034395",50,".","TfAP-2"
"7860","chr3L",21593942,21597241,"R24E03",1000,"+",NA
"7861","chr3L",21596693,21598558,"R23G07",1000,"+","TfAP-2"
"7862","chr3L",21598681,21601104,"VT034398",50,".","TfAP-2"
"7863","chr3L",21599296,21602344,"R24C12",1000,"+","TfAP-2"
"7864","chr3L",21601577,21605382,"R25A02",1000,"+",NA
"7865","chr3L",21603942,21606159,"VT034401",50,".","TfAP-2"
"7866","chr3L",21604464,21608152,"R24G12",1000,"+","TfAP-2"
"7867","chr3L",21605673,21607754,"VT034402",50,".","TfAP-2"
"7868","chr3L",21607300,21609551,"VT034403",50,".","TfAP-2"
"7869","chr3L",21608278,21609443,"R23F08",1000,"+",NA
"7870","chr3L",21609104,21611192,"VT034404",50,".","TfAP-2"
"7871","chr3L",21609855,21611180,"R23F12",1000,"+","TfAP-2"
"7872","chr3L",21610780,21613014,"VT034405",50,".","TfAP-2"
"7873","chr3L",21611317,21612028,"R23E06",1000,"+",NA
"7874","chr3L",21613251,21614129,"VT034406",50,".","S1P"
"7875","chr3L",21683317,21686387,"R88G05",1000,"+",NA
"7876","chr3L",21693675,21694346,"R88D02",1000,"-",NA
"7877","chr3L",21694543,21697605,"R88C05",1000,"-","CG32447"
"7878","chr3L",21699519,21701726,"R88D01",1000,"-","CG32447"
"7879","chr3L",21700736,21704573,"R88C06",1000,"-","CG32447"
"7880","chr3L",21707430,21711127,"R88C09",1000,"-",NA
"7881","chr3L",21710386,21713642,"R88D04",1000,"-",NA
"7882","chr3L",21712859,21716775,"R88C07",1000,"-","CG32447"
"7883","chr3L",21716145,21719772,"R88C08",1000,"-","CG32447"
"7884","chr3L",21718667,21722052,"R88C12",1000,"-",NA
"7885","chr3L",21721026,21724164,"R88C11",1000,"-","CG32447"
"7886","chr3L",21726800,21728312,"R39D01",1000,"-","CG11247"
"7887","chr3L",21728538,21728941,"R61B01",1000,"-",NA
"7888","chr3L",21773230,21776738,"R69D03",1000,"+","eg"
"7889","chr3L",21775908,21778439,"R69D02",1000,"+",NA
"7890","chr3L",21777396,21781224,"R69D01",1000,"+",NA
"7891","chr3L",21780533,21784348,"R69C11",1000,"+","eg"
"7892","chr3L",21783444,21786920,"R69C12",1000,"+",NA
"7893","chr3L",21786119,21790115,"R69D04",1000,"+","eg"
"7894","chr3L",21788964,21791074,"R69D05",1000,"+",NA
"7895","chr3L",21790101,21792678,"R69D06",1000,"+","eg"
"7896","chr3L",21792021,21795145,"R69D07",1000,"+",NA
"7897","chr3L",21794464,21796283,"R69D08",1000,"+","eg"
"7898","chr3L",21795118,21798659,"R69D09",1000,"+","eg"
"7899","chr3L",21795846,21798053,"VT034494",50,".","eg"
"7900","chr3L",21797607,21799744,"VT034495",50,".","eg"
"7901","chr3L",21797970,21801128,"R69D10",1000,"+",NA
"7902","chr3L",21799925,21803193,"R69D11",1000,"+",NA
"7903","chr3L",21804527,21808352,"R69E01",1000,"+","eg"
"7904","chr3L",21809013,21812105,"R69E02",1000,"+",NA
"7905","chr3L",21813796,21816529,"R69E04",1000,"+",NA
"7906","chr3L",21818243,21820338,"R69E05",1000,"+",NA
"7907","chr3L",21926495,21928779,"VT034564",50,".","SLC22A"
"7908","chr3L",22024168,22026364,"VT034612",50,".","CG7140"
"7909","chr3L",22029327,22032388,"R68A06",1000,"+","TyrR"
"7910","chr3L",22031274,22035037,"R68B10",1000,"+",NA
"7911","chr3L",22031329,22033435,"VT034615",50,".","Oct-TyrR"
"7912","chr3L",22032362,22035474,"R68A07",1000,"+",NA
"7913","chr3L",22032769,22035390,"VT034616",50,".","Oct-TyrR"
"7914","chr3L",22035467,22039256,"R68A08",1000,"+","TyrR"
"7915","chr3L",22038081,22040195,"R68B09",1000,"+","TyrR"
"7916","chr3L",22038748,22040887,"VT034619",50,".","Oct-TyrR"
"7917","chr3L",22039228,22042646,"R68A09",1000,"+",NA
"7918","chr3L",22040487,22042599,"VT034620",50,".","Oct-TyrR"
"7919","chr3L",22041243,22044956,"R68A10",1000,"+","TyrR"
"7920","chr3L",22042103,22044324,"VT034621",50,".","Oct-TyrR"
"7921","chr3L",22043698,22047405,"R68A11",1000,"+","TyrR"
"7922","chr3L",22043870,22045976,"VT034622",50,".","Oct-TyrR"
"7923","chr3L",22045461,22047716,"VT034623",50,".","Oct-TyrR"
"7924","chr3L",22046175,22049618,"R68A12",1000,"+",NA
"7925","chr3L",22048524,22050710,"R68B01",1000,"+",NA
"7926","chr3L",22048917,22050998,"VT034625",50,".","Oct-TyrR"
"7927","chr3L",22049599,22053009,"R68B02",1000,"+","TyrR"
"7928","chr3L",22050610,22052715,"VT034626",50,".","Oct-TyrR"
"7929","chr3L",22052245,22054497,"R68B04",1000,"+","TyrR"
"7930","chr3L",22052268,22054527,"VT034627",50,".","Oct-TyrR"
"7931","chr3L",22053031,22056027,"R68B03",1000,"+","TyrR"
"7932","chr3L",22053981,22056084,"VT034628",50,".","Oct-TyrR"
"7933","chr3L",22055066,22057816,"R68B05",1000,"+","TyrR"
"7934","chr3L",22057289,22061005,"R68B06",1000,"+","TyrR"
"7935","chr3L",22057343,22059445,"VT034630",50,".","Oct-TyrR"
"7936","chr3L",22059041,22061221,"VT034631",50,".","Oct-TyrR"
"7937","chr3L",22061318,22062057,"VT034632",50,".","Oct-TyrR"
"7938","chr3L",22061325,22061993,"R68B07",1000,"+",NA
"7939","chr3L",22062084,22063708,"R68B08",1000,"+",NA
"7940","chr3L",22109158,22111428,"VT034654",50,".","olf413"
"7941","chr3L",22181953,22184167,"VT034695",50,".","olf413"
"7942","chr3L",22197123,22199270,"VT034703",50,".","olf413"
"7943","chr3L",22266678,22267470,"R61G11",1000,"+",NA
"7944","chr3L",22269884,22270949,"R65G12",1000,"+",NA
"7945","chr3L",22270939,22271592,"R65F11",1000,"+",NA
"7946","chr3L",22288076,22288655,"R57B09",1000,"-",NA
"7947","chr3L",22373057,22375163,"VT034787",50,".",NA
"7948","chr3L",22387158,22389253,"VT034795",50,".","Ten-m"
"7949","chr3L",22388933,22391057,"VT034796",50,".","Ten-m"
"7950","chr3L",22394227,22396362,"VT034799",50,".","Ten-m"
"7951","chr3L",22397763,22399859,"VT034801",50,".","Ten-m"
"7952","chr3L",22399540,22401635,"VT034802",50,".","Ten-m"
"7953","chr3L",22401292,22403392,"VT034803",50,".","Ten-m"
"7954","chr3L",22403042,22405160,"VT034804",50,".","Ten-m"
"7955","chr3L",22407007,22407938,"VT034806",50,".","Ten-m"
"7956","chr3L",22409789,22411901,"VT034808",50,".","Ten-m"
"7957","chr3L",22413325,22415432,"VT034810",50,".","Ten-m"
"7958","chr3L",22415087,22417172,"VT034811",50,".","Ten-m"
"7959","chr3L",22416826,22418939,"VT034812",50,".","Ten-m"
"7960","chr3L",22418592,22420722,"VT034813",50,".","Ten-m"
"7961","chr3L",22420369,22422482,"VT034814",50,".","Ten-m"
"7962","chr3L",22422114,22424292,"VT034815",50,".","Ten-m"
"7963","chr3L",22427412,22429521,"VT034818",50,".","Ten-m"
"7964","chr3L",22552857,22554962,"VT034884",50,".","Trxr2"
"7965","chr3L",22659260,22661461,"VT034936",50,".","CG33772"
"7966","chr3L",22741383,22742299,"R61F01",1000,"+",NA
"7967","chr3L",22742492,22743356,"R71B01",1000,"+",NA
"7968","chr3L",22792609,22795553,"R87E04",1000,"-",NA
"7969","chr3L",22802018,22803614,"R87E03",1000,"-","jim"
"7970","chr3L",22819849,22822022,"R80E03",1000,"-",NA
"7971","chr3L",22820900,22824439,"R80E01",1000,"-",NA
"7972","chr3L",22823878,22827102,"R80D09",1000,"-",NA
"7973","chr3L",22827076,22829647,"R80E02",1000,"-",NA
"7974","chr3L",22828739,22832132,"R80D10",1000,"-","jim"
"7975","chr3L",22833922,22837006,"R80D08",1000,"+",NA
"7976","chr3L",22861185,22863913,"VT035031",50,".","CG33169"
"7977","chr3L",22864360,22864644,"VT035032",50,".","CG33170"
"7978","chr3L",22905588,22908800,"R56H08",1000,"+","CG12768"
"7979","chr3L",22907628,22910128,"R56E10",1000,"+","CG12768"
"7980","chr3L",22910534,22911877,"R56C12",1000,"+",NA
"7981","chr3L",22912207,22913288,"R56C04",1000,"+",NA
"7982","chr3L",22914251,22916342,"R56D10",1000,"+",NA
"7983","chr3L",22915728,22919632,"R60B03",1000,"+","CG12768"
"7984","chr3L",22918398,22920900,"R56E11",1000,"+",NA
"7985","chr3L",22920215,22923392,"R56H01",1000,"+","CG12768"
"7986","chr3L",23187939,23190054,"VT035165",50,".",NA
"7987","chr3L",23212708,23215342,"R18F01",1000,"+",NA
"7988","chr3L",23214454,23217696,"R18H06",1000,"+",NA
"7989","chr3L",23216854,23219845,"R18G05",1000,"+",NA
"7990","chr3L",23224207,23226535,"VT035178",50,".","nAChRalpha4"
"7991","chr3L",23229361,23231542,"VT035180",50,".",NA
"7992","chr3L",23230139,23233588,"R19A08",1000,"+",NA
"7993","chr3L",23230625,23232824,"VT035181",50,".","nAChRalpha4"
"7994","chr3L",23237398,23239490,"VT035184",50,".","nAChRalpha4"
"7995","chr3L",23237480,23240556,"R18G10",1000,"+",NA
"7996","chr3L",23238598,23240778,"VT035185",50,".","nAChRalpha4"
"7997","chr3L",23239418,23241894,"R18E01",1000,"+",NA
"7998","chr3L",23243045,23245966,"R18F11",1000,"+",NA
"7999","chr3L",23243663,23245753,"VT035188",50,".","nAChRalpha4"
"8000","chr3L",23245407,23247523,"VT035189",50,".","nAChRalpha4"
"8001","chr3L",23245440,23248691,"R18H08",1000,"+",NA
"8002","chr3L",23246919,23249220,"VT035190",50,".","nAChRalpha4"
"8003","chr3L",23248793,23250983,"VT035191",50,".","nAChRalpha4"
"8004","chr3L",23250693,23253923,"R18H05",1000,"+",NA
"8005","chr3L",23252874,23255053,"VT035193",50,".","nAChRalpha4"
"8006","chr3L",23253332,23256152,"R18F06",1000,"+",NA
"8007","chr3L",23255345,23258296,"R18G03",1000,"+","nAChRalpha4"
"8008","chr3L",23260634,23262738,"R18C10",1000,"+",NA
"8009","chr3L",23262795,23263846,"R17H08",1000,"+",NA
"8010","chr3L",23264281,23265754,"R18A11",1000,"+","nAChRalpha4"
"8011","chr3L",23267947,23269491,"R18B01",1000,"+",NA
"8012","chr3L",23269463,23271514,"R18C08",1000,"+",NA
"8013","chr3L",23276519,23278886,"VT035202",50,".","nAChRalpha4"
"8014","chr3L",23278323,23279301,"R17H04",1000,"+",NA
"8015","chr3L",23283233,23283878,"VT035205",50,".","nAChRalpha4"
"8016","chr3L",23285094,23287286,"VT035207",50,".","alpha-Cat"
"8017","chr3L",23286030,23288210,"VT035208",50,".","alpha-Cat"
"8018","chr3L",23322933,23325071,"VT035217",50,".","alpha-Cat"
"8019","chr3L",23326409,23328781,"VT035219",50,".","alpha-Cat"
"8020","chr3L",23329691,23330784,"VT035220",50,".","alpha-Cat"
"8021","chr3L",23336979,23338083,"VT035223",50,".","alpha-Cat"
"8022","chr3L",23338058,23339370,"VT035224",50,".","ND-MLRQ"
"8023","chr3R",4190327,4194154,"R63A04",1000,"-",NA
"8024","chr3R",4280241,4282377,"VT036266",50,".","cpx"
"8025","chr3R",4281958,4284033,"VT036267",50,".","cpx"
"8026","chr3R",4283610,4285686,"VT036268",50,".","cpx"
"8027","chr3R",4285219,4287434,"VT036269",50,".","cpx"
"8028","chr3R",4286891,4289054,"VT036270",50,".","cpx"
"8029","chr3R",4288591,4290715,"VT036271",50,".","cpx"
"8030","chr3R",4290246,4292359,"VT036272",50,".","Nepl11"
"8031","chr3R",4294601,4297640,"VT036274",50,".","Nepl11"
"8032","chr3R",4298352,4300056,"VT036275",50,".","cpx"
"8033","chr3R",4343423,4345040,"VT036298",50,".","CG1103"
"8034","chr3R",4351377,4353570,"VT036301",50,".","CG1090"
"8035","chr3R",4353086,4355174,"VT036302",50,".","CG1090"
"8036","chr3R",4357160,4357963,"VT036304",50,".","CG1090"
"8037","chr3R",4451213,4453364,"VT036347",50,".","CG31522"
"8038","chr3R",4453278,4455839,"VT036348",50,".","CG31522"
"8039","chr3R",4455191,4457299,"VT036349",50,".","CG31522"
"8040","chr3R",4456848,4458935,"VT036350",50,".","CG31522"
"8041","chr3R",4460100,4462201,"VT036352",50,".","CG31522"
"8042","chr3R",4461739,4463852,"VT036353",50,".","CG31522"
"8043","chr3R",4594933,4597146,"R47G01",1000,"+","5-HT2A"
"8044","chr3R",4596419,4600001,"R49D06",1000,"+","5-HT2A"
"8045","chr3R",4598979,4603362,"R50D04",1000,"+","5-HT2A"
"8046","chr3R",4602622,4605472,"R48B12",1000,"+","5-HT2A"
"8047","chr3R",4606792,4609593,"R48B10",1000,"+","5-HT2A"
"8048","chr3R",4610750,4612560,"R47E05",1000,"+","5-HT2A"
"8049","chr3R",4612781,4616462,"R49E12",1000,"+","5-HT2A"
"8050","chr3R",4615340,4618459,"R48E05",1000,"+","5-HT2A"
"8051","chr3R",4617714,4621361,"R49E05",1000,"+",NA
"8052","chr3R",4620426,4622552,"R47F07",1000,"+","5-HT2A"
"8053","chr3R",4623596,4627003,"R49A01",1000,"+","5-HT2A"
"8054","chr3R",4627421,4627931,"R46G08",1000,"+","5-HT2A"
"8055","chr3R",4628322,4630172,"R47E06",1000,"+","5-HT2A"
"8056","chr3R",4630465,4631846,"R47C07",1000,"+",NA
"8057","chr3R",4779094,4779650,"R36F03",1000,"-",NA
"8058","chr3R",4780162,4781232,"R61F10",1000,"-",NA
"8059","chr3R",4812063,4813359,"R57D10",1000,"+",NA
"8060","chr3R",4814747,4815313,"R21F02",1000,"+","CG1129"
"8061","chr3R",4833201,4834432,"R77B11",1000,"+","opa"
"8062","chr3R",4833759,4836495,"R77B10",1000,"+",NA
"8063","chr3R",4835115,4838265,"R77B08",1000,"+",NA
"8064","chr3R",4836810,4840055,"R77B06",1000,"+",NA
"8065","chr3R",4839508,4841627,"R77B12",1000,"+","opa"
"8066","chr3R",4840036,4842245,"VT036543",50,".","CG14659"
"8067","chr3R",4841073,4844757,"R77B01",1000,"+","opa"
"8068","chr3R",4843382,4847040,"R77B05",1000,"+","opa"
"8069","chr3R",4845939,4849914,"R77A12",1000,"+",NA
"8070","chr3R",4848802,4852545,"R77B04",1000,"+",NA
"8071","chr3R",4854029,4855859,"R77B02",1000,"+","opa"
"8072","chr3R",4854842,4858719,"R77B07",1000,"+","opa"
"8073","chr3R",4860077,4862806,"R77A11",1000,"+",NA
"8074","chr3R",4861993,4864710,"R77A10",1000,"+","opa"
"8075","chr3R",4863523,4867349,"R77B03",1000,"+",NA
"8076","chr3R",4866452,4868188,"R77B09",1000,"+","opa"
"8077","chr3R",4870219,4873137,"R82G03",1000,"+",NA
"8078","chr3R",4872217,4875320,"R82G02",1000,"+","opa"
"8079","chr3R",4910019,4910598,"VT036574",50,".",NA
"8080","chr3R",4910470,4912680,"VT036575",50,".",NA
"8081","chr3R",4957589,4959669,"R47F03",1000,"-",NA
"8082","chr3R",4959997,4960919,"R47A09",1000,"-","CG2016"
"8083","chr3R",4960927,4961338,"R46F12",1000,"-",NA
"8084","chr3R",4962750,4965370,"R47H11",1000,"-",NA
"8085","chr3R",4997098,4999170,"VT036615",50,".","plh"
"8086","chr3R",5115096,5117337,"VT036671",50,".","RabGGTa"
"8087","chr3R",5228799,5229733,"R25E02",1000,"-",NA
"8088","chr3R",5230595,5231086,"R25D03",1000,"-",NA
"8089","chr3R",5231173,5232097,"R25E01",1000,"-",NA
"8090","chr3R",5232087,5232538,"R57A10",1000,"-","Kat60"
"8091","chr3R",5292162,5294372,"VT036761",50,".","mtd"
"8092","chr3R",5310951,5313167,"VT036771",50,".","mtd"
"8093","chr3R",5313355,5315536,"VT036772",50,".","mtd"
"8094","chr3R",5316997,5319101,"VT036774",50,".","mtd"
"8095","chr3R",5320516,5322596,"VT036776",50,".","mtd"
"8096","chr3R",5322242,5324403,"VT036777",50,".","mtd"
"8097","chr3R",5324015,5326209,"VT036778",50,".","mtd"
"8098","chr3R",5325801,5328002,"VT036779",50,".","mtd"
"8099","chr3R",5329335,5331530,"VT036781",50,".","mtd"
"8100","chr3R",5331066,5333234,"VT036782",50,".","mtd"
"8101","chr3R",5334462,5336781,"VT036784",50,".","mtd"
"8102","chr3R",5343417,5345519,"VT036786",50,".","mtd"
"8103","chr3R",5344990,5347172,"VT036787",50,".","mtd"
"8104","chr3R",5346707,5348840,"VT036788",50,".","mtd"
"8105","chr3R",5348326,5350425,"VT036789",50,".","mtd"
"8106","chr3R",5350405,5353057,"VT036790",50,".","mtd"
"8107","chr3R",5352347,5353909,"VT036791",50,".","CG11999"
"8108","chr3R",5489753,5490854,"VT036857",50,".","NKCC"
"8109","chr3R",5503003,5506798,"R11F01",1000,"+","Itp-r83A"
"8110","chr3R",5504508,5506726,"VT036866",50,".","NKCC"
"8111","chr3R",5505824,5508794,"R10G11",1000,"+","Itp-r83A"
"8112","chr3R",5509188,5511953,"R10F03",1000,"+",NA
"8113","chr3R",5509917,5511497,"VT036868",50,".","Nmdar1"
